center,left,right,label
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_151.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_151.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_151.mp4,151
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_152.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_152.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_152.mp4,152
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_153.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_153.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_153.mp4,153
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_154.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_154.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_154.mp4,154
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_155.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_155.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_155.mp4,155
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_156.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_156.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_156.mp4,156
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_157.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_157.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_157.mp4,157
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_158.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_158.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_158.mp4,158
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_159.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_159.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_159.mp4,159
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_160.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_160.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_160.mp4,160
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_161.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_161.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_161.mp4,161
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_162.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_162.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_162.mp4,162
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_163.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_163.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_163.mp4,163
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_164.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_164.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_164.mp4,164
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_165.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_165.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_165.mp4,165
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_166.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_166.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_166.mp4,166
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_167.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_167.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_167.mp4,167
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_168.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_168.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_168.mp4,168
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_169.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_169.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_169.mp4,169
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_170.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_170.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_170.mp4,170
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_171.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_171.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_171.mp4,171
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_172.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_172.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_172.mp4,172
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_173.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_173.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_173.mp4,173
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_174.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_174.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_174.mp4,174
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_175.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_175.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_175.mp4,175
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_176.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_176.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_176.mp4,176
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_177.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_177.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_177.mp4,177
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_178.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_178.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_178.mp4,178
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_179.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_179.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_179.mp4,179
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_180.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_180.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_180.mp4,180
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_181.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_181.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_181.mp4,181
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_182.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_182.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_182.mp4,182
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_183.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_183.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_183.mp4,183
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_184.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_184.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_184.mp4,184
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_185.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_185.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_185.mp4,185
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_186.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_186.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_186.mp4,186
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_187.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_187.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_187.mp4,187
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_188.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_188.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_188.mp4,188
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_189.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_189.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_189.mp4,189
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_190.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_190.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_190.mp4,190
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_191.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_191.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_191.mp4,191
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_192.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_192.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_192.mp4,192
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_193.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_193.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_193.mp4,193
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_194.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_194.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_194.mp4,194
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_195.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_195.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_195.mp4,195
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_196.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_196.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_196.mp4,196
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_197.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_197.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_197.mp4,197
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_198.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_198.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_198.mp4,198
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_0.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_0.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_0.mp4,0
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_1.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_1.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_1.mp4,1
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_2.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_2.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_2.mp4,2
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_3.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_3.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_3.mp4,3
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_4.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_4.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_4.mp4,4
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_5.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_5.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_5.mp4,5
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_6.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_6.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_6.mp4,6
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_7.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_7.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_7.mp4,7
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_8.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_8.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_8.mp4,8
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_9.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_9.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_9.mp4,9
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_10.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_10.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_10.mp4,10
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_11.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_11.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_11.mp4,11
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_12.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_12.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_12.mp4,12
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_13.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_13.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_13.mp4,13
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_14.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_14.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_14.mp4,14
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_16.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_16.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_16.mp4,16
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_17.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_17.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_17.mp4,17
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_18.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_18.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_18.mp4,18
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_19.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_19.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_19.mp4,19
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_20.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_20.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_20.mp4,20
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_21.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_21.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_21.mp4,21
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_22.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_22.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_22.mp4,22
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_23.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_23.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_23.mp4,23
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_24.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_24.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_24.mp4,24
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_25.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_25.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_25.mp4,25
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_26.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_26.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_26.mp4,26
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_27.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_27.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_27.mp4,27
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_28.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_28.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_28.mp4,28
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_29.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_29.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_29.mp4,29
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_30.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_30.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_30.mp4,30
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_31.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_31.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_31.mp4,31
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_32.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_32.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_32.mp4,32
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_33.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_33.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_33.mp4,33
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_34.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_34.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_34.mp4,34
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_35.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_35.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_35.mp4,35
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_36.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_36.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_36.mp4,36
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_37.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_37.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_37.mp4,37
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_38.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_38.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_38.mp4,38
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_39.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_39.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_39.mp4,39
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_40.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_40.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_40.mp4,40
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_41.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_41.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_41.mp4,41
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_42.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_42.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_42.mp4,42
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_43.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_43.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_43.mp4,43
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_44.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_44.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_44.mp4,44
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_45.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_45.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_45.mp4,45
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_46.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_46.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_46.mp4,46
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_47.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_47.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_47.mp4,47
13_An-Chi_1-200_10-11-12_0112___center_device18_signer13_center_ord1_48.mp4,13_An-Chi_1-200_10-11-12_0112___left_device21_signer13_left_ord1_48.mp4,13_An-Chi_1-200_10-11-12_0112___right_device03_signer13_right_ord1_48.mp4,48
